selection_key,method_name,action_type,feature_set,calibration,policy,target_k,tau_answer_top5,tau_answer_after_more,n_features,valid_decision_accuracy,valid_coverage,valid_selective_accuracy,valid_insufficient_answer_rate,valid_sufficient_abstain_rate,valid_abstained_insufficient_rate,valid_answered_sufficient_rate,valid_false_answer_count,valid_over_abstain_count,valid_abstained_insufficient_count,valid_answered_count,valid_retrieval_rate,valid_mean_added_docs,test_decision_accuracy,test_coverage,test_selective_accuracy,test_insufficient_answer_rate,test_sufficient_abstain_rate,test_abstained_insufficient_rate,test_answered_sufficient_rate,test_false_answer_count,test_over_abstain_count,test_abstained_insufficient_count,test_answered_count,test_retrieval_rate,test_mean_added_docs
top10/logistic_regression/v3_no_query/platt::retrieve_more_balanced,top10/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more_balanced,10,0.15,0.45,56,0.8285198555956679,0.6552346570397112,0.8484848484848485,0.2669902912621359,0.11494252873563218,0.7330097087378641,0.8850574712643678,55,40,151,363,0.9404332129963899,4.70216606498195,0.7940647482014388,0.6744604316546763,0.8386666666666667,0.32266666666666666,0.14654002713704206,0.6773333333333333,0.8534599728629579,121,108,254,750,0.9415467625899281,4.70773381294964
top10/logistic_regression/v3_no_query/platt::retrieve_more@cov85,top10/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more@cov85,10,0.15,0.8,56,0.7364620938628159,0.8628158844765343,0.7112970711297071,0.6699029126213593,0.022988505747126436,0.3300970873786408,0.9770114942528736,138,8,68,478,0.9404332129963899,4.70216606498195,0.7643884892086331,0.8732014388489209,0.7445932028836252,0.6613333333333333,0.018995929443690638,0.33866666666666667,0.9810040705563093,248,14,127,971,0.9415467625899281,4.70773381294964
top10/logistic_regression/v3_no_query/platt::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more_risk_control@suff_abstain15,10,0.15,0.45,56,0.8285198555956679,0.6552346570397112,0.8484848484848485,0.2669902912621359,0.11494252873563218,0.7330097087378641,0.8850574712643678,55,40,151,363,0.9404332129963899,4.70216606498195,0.7940647482014388,0.6744604316546763,0.8386666666666667,0.32266666666666666,0.14654002713704206,0.6773333333333333,0.8534599728629579,121,108,254,750,0.9415467625899281,4.70773381294964
top10/logistic_regression/v3_no_query/platt::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more_high_precision@cov50,10,0.15,0.3,56,0.7635379061371841,0.5288808664259927,0.8703071672354948,0.18446601941747573,0.2672413793103448,0.8155339805825242,0.7327586206896551,38,93,168,293,0.9404332129963899,4.70216606498195,0.7634892086330936,0.5575539568345323,0.882258064516129,0.19466666666666665,0.25780189959294436,0.8053333333333333,0.7421981004070556,73,190,302,620,0.9415467625899281,4.70773381294964
top10/logistic_regression/v3_no_query/isotonic::retrieve_more_balanced,top10/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more_balanced,10,0.1,0.5,56,0.8176895306859205,0.6732851985559567,0.8310991957104558,0.3058252427184466,0.10919540229885058,0.6941747572815534,0.8908045977011494,63,38,143,373,0.9025270758122743,4.512635379061372,0.7976618705035972,0.6987410071942446,0.8275418275418276,0.3544973544973545,0.12397820163487738,0.6455026455026455,0.8760217983651226,134,91,244,777,0.8983812949640287,4.491906474820143
top10/logistic_regression/v3_no_query/isotonic::retrieve_more@cov85,top10/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more@cov85,10,0.1,0.85,56,0.7418772563176895,0.8537906137184116,0.7167019027484144,0.6504854368932039,0.02586206896551724,0.34951456310679613,0.9741379310344828,134,9,72,473,0.9025270758122743,4.512635379061372,0.7697841726618705,0.8615107913669064,0.7494780793319415,0.6349206349206349,0.021798365122615803,0.36507936507936506,0.9782016348773842,240,16,138,958,0.8983812949640287,4.491906474820143
top10/logistic_regression/v3_no_query/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more_risk_control@suff_abstain15,10,0.1,0.5,56,0.8176895306859205,0.6732851985559567,0.8310991957104558,0.3058252427184466,0.10919540229885058,0.6941747572815534,0.8908045977011494,63,38,143,373,0.9025270758122743,4.512635379061372,0.7976618705035972,0.6987410071942446,0.8275418275418276,0.3544973544973545,0.12397820163487738,0.6455026455026455,0.8760217983651226,134,91,244,777,0.8983812949640287,4.491906474820143
top10/logistic_regression/v3_no_query/isotonic::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more_high_precision@cov50,10,0.1,0.3,56,0.7725631768953068,0.5415162454873647,0.87,0.18932038834951456,0.25,0.8106796116504854,0.75,39,87,167,300,0.9025270758122743,4.512635379061372,0.7679856115107914,0.5719424460431655,0.8742138364779874,0.21164021164021163,0.24250681198910082,0.7883597883597884,0.7574931880108992,80,178,298,636,0.8983812949640287,4.491906474820143
top10/logistic_regression/v3_all/identity::retrieve_more_balanced,top10/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more_balanced,10,0.15,0.45,68,0.8285198555956679,0.6696750902527075,0.8409703504043127,0.28640776699029125,0.10344827586206896,0.7135922330097088,0.896551724137931,59,36,147,371,0.8646209386281588,4.323104693140794,0.8093525179856115,0.6807553956834532,0.8441215323645971,0.3113456464379947,0.12824010914051842,0.6886543535620053,0.8717598908594816,118,94,261,757,0.8453237410071942,4.226618705035971
top10/logistic_regression/v3_all/identity::retrieve_more@cov85,top10/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more@cov85,10,0.15,0.8,68,0.7364620938628159,0.8628158844765343,0.7112970711297071,0.6699029126213593,0.022988505747126436,0.3300970873786408,0.9770114942528736,138,8,68,478,0.8646209386281588,4.323104693140794,0.7643884892086331,0.875,0.7420349434737924,0.662269129287599,0.015006821282401092,0.33773087071240104,0.984993178717599,251,11,128,973,0.8453237410071942,4.226618705035971
top10/logistic_regression/v3_all/identity::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more_risk_control@suff_abstain15,10,0.15,0.4,68,0.8194945848375451,0.6353790613718412,0.8522727272727273,0.2524271844660194,0.13793103448275862,0.7475728155339806,0.8620689655172413,52,48,154,352,0.8646209386281588,4.323104693140794,0.810251798561151,0.6384892086330936,0.8676056338028169,0.24802110817941952,0.15961800818553887,0.7519788918205804,0.8403819918144612,94,117,285,710,0.8453237410071942,4.226618705035971
top10/logistic_regression/v3_all/identity::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more_high_precision@cov50,10,0.15,0.3,68,0.7833935018050542,0.5342960288808665,0.8851351351351351,0.1650485436893204,0.2471264367816092,0.8349514563106796,0.7528735632183908,34,86,172,296,0.8646209386281588,4.323104693140794,0.7796762589928058,0.5539568345323741,0.8961038961038961,0.16886543535620052,0.24693042291950887,0.8311345646437994,0.7530695770804912,64,181,315,616,0.8453237410071942,4.226618705035971
top10/logistic_regression/v3_all/platt::retrieve_more_balanced,top10/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more_balanced,10,0.15,0.5,68,0.8249097472924187,0.6768953068592057,0.8346666666666667,0.30097087378640774,0.10057471264367816,0.6990291262135923,0.8994252873563219,62,35,144,375,0.8862815884476535,4.431407942238267,0.814748201438849,0.7005395683453237,0.8408215661103979,0.33066666666666666,0.1112618724559023,0.6693333333333333,0.8887381275440976,124,82,251,779,0.8938848920863309,4.469424460431655
top10/logistic_regression/v3_all/platt::retrieve_more@cov85,top10/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more@cov85,10,0.15,0.85,68,0.7256317689530686,0.8772563176895307,0.7016460905349794,0.7038834951456311,0.020114942528735632,0.2961165048543689,0.9798850574712644,145,7,61,486,0.8862815884476535,4.431407942238267,0.762589928057554,0.8857913669064749,0.7401015228426396,0.6826666666666666,0.010854816824966078,0.31733333333333336,0.989145183175034,256,8,119,985,0.8938848920863309,4.469424460431655
top10/logistic_regression/v3_all/platt::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more_risk_control@suff_abstain15,10,0.15,0.4,68,0.8194945848375451,0.631768953068592,0.8542857142857143,0.24757281553398058,0.14080459770114942,0.7524271844660194,0.8591954022988506,51,49,155,350,0.8862815884476535,4.431407942238267,0.814748201438849,0.6339928057553957,0.8765957446808511,0.232,0.1614654002713704,0.768,0.8385345997286295,87,119,288,705,0.8938848920863309,4.469424460431655
top10/logistic_regression/v3_all/platt::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more_high_precision@cov50,10,0.15,0.3,68,0.7851985559566786,0.5361010830324909,0.8855218855218855,0.1650485436893204,0.2442528735632184,0.8349514563106796,0.7557471264367817,34,85,172,297,0.8862815884476535,4.431407942238267,0.7859712230215827,0.5584532374100719,0.9017713365539453,0.16266666666666665,0.24016282225237448,0.8373333333333334,0.7598371777476255,61,177,314,621,0.8938848920863309,4.469424460431655
top10/logistic_regression/v3_all/isotonic::retrieve_more_balanced,top10/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more_balanced,10,0.1,0.45,68,0.8122743682310469,0.6101083032490975,0.8609467455621301,0.22815533980582525,0.16379310344827586,0.7718446601941747,0.8362068965517241,47,57,159,338,0.8664259927797834,4.332129963898917,0.8039568345323741,0.6106115107913669,0.8792341678939617,0.21635883905013192,0.1855388813096862,0.783641160949868,0.8144611186903138,82,136,297,679,0.8516187050359713,4.258093525179857
top10/logistic_regression/v3_all/isotonic::retrieve_more@cov85,top10/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more@cov85,10,0.1,0.8,68,0.740072202166065,0.855595667870036,0.7151898734177216,0.6553398058252428,0.02586206896551724,0.3446601941747573,0.9741379310344828,135,9,71,474,0.8664259927797834,4.332129963898917,0.7670863309352518,0.8723021582733813,0.7443298969072165,0.6543535620052771,0.015006821282401092,0.34564643799472294,0.984993178717599,248,11,131,970,0.8516187050359713,4.258093525179857
top10/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more_risk_control@suff_abstain15,10,0.65,0.45,68,0.7382671480144405,0.6588447653429603,0.7123287671232876,0.41338582677165353,0.13333333333333333,0.5866141732283464,0.8666666666666667,105,40,149,365,0.45306859205776173,2.265342960288809,0.7311151079136691,0.6735611510791367,0.7236315086782377,0.4330543933054393,0.14511041009463724,0.5669456066945606,0.8548895899053628,207,92,271,749,0.4307553956834532,2.153776978417266
top10/logistic_regression/v3_all/isotonic::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more_high_precision@cov50,10,0.1,0.3,68,0.779783393501805,0.5234657039711191,0.8896551724137931,0.1553398058252427,0.25862068965517243,0.8446601941747572,0.7413793103448276,32,90,174,290,0.8664259927797834,4.332129963898917,0.7778776978417267,0.5467625899280576,0.899671052631579,0.16094986807387862,0.25375170532060026,0.8390501319261213,0.7462482946793997,61,186,318,608,0.8516187050359713,4.258093525179857
top10/logistic_regression/retrieval_quality_only/identity::retrieve_more_balanced,top10/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more_balanced,10,0.05,0.45,30,0.7942238267148014,0.6534296028880866,0.8232044198895028,0.3106796116504854,0.14367816091954022,0.6893203883495146,0.8563218390804598,64,50,142,362,0.9783393501805054,4.891696750902527,0.7949640287769785,0.689748201438849,0.8318122555410691,0.344,0.13432835820895522,0.656,0.8656716417910447,129,99,246,767,0.9775179856115108,4.8875899280575545
top10/logistic_regression/retrieval_quality_only/identity::retrieve_more@cov85,top10/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more@cov85,10,0.05,0.7,30,0.7436823104693141,0.855595667870036,0.7172995780590717,0.6504854368932039,0.022988505747126436,0.34951456310679613,0.9770114942528736,134,8,72,474,0.9783393501805054,4.891696750902527,0.7733812949640287,0.8480215827338129,0.7571580063626723,0.6106666666666667,0.031207598371777476,0.3893333333333333,0.9687924016282226,229,23,146,943,0.9775179856115108,4.8875899280575545
top10/logistic_regression/retrieval_quality_only/identity::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more_risk_control@suff_abstain15,10,0.05,0.45,30,0.7942238267148014,0.6534296028880866,0.8232044198895028,0.3106796116504854,0.14367816091954022,0.6893203883495146,0.8563218390804598,64,50,142,362,0.9783393501805054,4.891696750902527,0.7949640287769785,0.689748201438849,0.8318122555410691,0.344,0.13432835820895522,0.656,0.8656716417910447,129,99,246,767,0.9775179856115108,4.8875899280575545
top10/logistic_regression/retrieval_quality_only/identity::retrieve_more_high_precision@cov50,top10/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more_high_precision@cov50,10,0.05,0.3,30,0.7563176895306859,0.5108303249097473,0.8763250883392226,0.16990291262135923,0.28735632183908044,0.8300970873786407,0.7126436781609196,35,100,171,283,0.9783393501805054,4.891696750902527,0.7338129496402878,0.5314748201438849,0.8730964467005076,0.2,0.29986431478968795,0.8,0.7001356852103121,75,221,300,591,0.9775179856115108,4.8875899280575545
top10/logistic_regression/retrieval_quality_only/platt::retrieve_more_balanced,top10/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more_balanced,10,0.15,0.5,30,0.7978339350180506,0.6714801444043321,0.8172043010752689,0.3300970873786408,0.12643678160919541,0.6699029126213593,0.8735632183908046,68,44,138,372,0.9711191335740073,4.855595667870036,0.7940647482014388,0.7014388489208633,0.8256410256410256,0.3626666666666667,0.12618724559023067,0.6373333333333333,0.8738127544097694,136,93,239,780,0.9748201438848921,4.874100719424461
top10/logistic_regression/retrieval_quality_only/platt::retrieve_more@cov85,top10/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more@cov85,10,0.15,0.75,30,0.740072202166065,0.8592057761732852,0.7142857142857143,0.6601941747572816,0.022988505747126436,0.33980582524271846,0.9770114942528736,136,8,70,476,0.9711191335740073,4.855595667870036,0.7670863309352518,0.8561151079136691,0.7510504201680672,0.632,0.029850746268656716,0.368,0.9701492537313433,237,22,138,952,0.9748201438848921,4.874100719424461
top10/logistic_regression/retrieval_quality_only/platt::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more_risk_control@suff_abstain15,10,0.15,0.5,30,0.7978339350180506,0.6714801444043321,0.8172043010752689,0.3300970873786408,0.12643678160919541,0.6699029126213593,0.8735632183908046,68,44,138,372,0.9711191335740073,4.855595667870036,0.7940647482014388,0.7014388489208633,0.8256410256410256,0.3626666666666667,0.12618724559023067,0.6373333333333333,0.8738127544097694,136,93,239,780,0.9748201438848921,4.874100719424461
top10/logistic_regression/retrieval_quality_only/platt::retrieve_more_high_precision@cov50,top10/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more_high_precision@cov50,10,0.15,0.3,30,0.7563176895306859,0.5072202166064982,0.8790035587188612,0.1650485436893204,0.29022988505747127,0.8349514563106796,0.7097701149425287,34,101,172,281,0.9711191335740073,4.855595667870036,0.7266187050359713,0.5170863309352518,0.8765217391304347,0.18933333333333333,0.31614654002713705,0.8106666666666666,0.683853459972863,71,233,304,575,0.9748201438848921,4.874100719424461
top10/logistic_regression/retrieval_quality_only/isotonic::retrieve_more_balanced,top10/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more_balanced,10,0.0,0.45,30,0.7942238267148014,0.6498194945848376,0.825,0.3058252427184466,0.14655172413793102,0.6941747572815534,0.853448275862069,63,51,143,360,0.9494584837545126,4.747292418772563,0.7904676258992805,0.6834532374100719,0.8315789473684211,0.3413333333333333,0.14246947082767977,0.6586666666666666,0.8575305291723202,128,105,247,760,0.9532374100719424,4.766187050359712
top10/logistic_regression/retrieval_quality_only/isotonic::retrieve_more@cov85,top10/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more@cov85,10,0.0,0.7,30,0.7148014440433214,0.8880866425992779,0.693089430894309,0.7330097087378641,0.020114942528735632,0.2669902912621359,0.9798850574712644,151,7,55,492,0.9494584837545126,4.747292418772563,0.75,0.887589928057554,0.7325227963525835,0.704,0.018995929443690638,0.296,0.9810040705563093,264,14,111,987,0.9532374100719424,4.766187050359712
top10/logistic_regression/retrieval_quality_only/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more_risk_control@suff_abstain15,10,0.0,0.45,30,0.7942238267148014,0.6498194945848376,0.825,0.3058252427184466,0.14655172413793102,0.6941747572815534,0.853448275862069,63,51,143,360,0.9494584837545126,4.747292418772563,0.7904676258992805,0.6834532374100719,0.8315789473684211,0.3413333333333333,0.14246947082767977,0.6586666666666666,0.8575305291723202,128,105,247,760,0.9532374100719424,4.766187050359712
top10/logistic_regression/retrieval_quality_only/isotonic::retrieve_more_high_precision@cov50,top10/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more_high_precision@cov50,10,0.65,0.1,30,0.6859205776173285,0.5,0.7545126353790613,0.28451882845188287,0.33650793650793653,0.7154811715481172,0.6634920634920635,68,106,171,277,0.555956678700361,2.779783393501805,0.6438848920863309,0.493705035971223,0.7468123861566485,0.31235955056179776,0.3853073463268366,0.6876404494382022,0.6146926536731634,139,257,306,549,0.552158273381295,2.7607913669064748
top10/logistic_regression/embedding_score_only/identity::retrieve_more_balanced,top10/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more_balanced,10,0.1,0.55,5,0.7581227436823105,0.7978339350180506,0.7420814479638009,0.5533980582524272,0.05747126436781609,0.44660194174757284,0.9425287356321839,114,20,92,442,0.9729241877256317,4.864620938628159,0.7589928057553957,0.8174460431654677,0.757975797579758,0.5866666666666667,0.06512890094979647,0.41333333333333333,0.9348710990502035,220,48,155,909,0.9676258992805755,4.838129496402877
top10/logistic_regression/embedding_score_only/identity::retrieve_more@cov85,top10/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more@cov85,10,0.1,0.6,5,0.6967509025270758,0.9097472924187726,0.6785714285714286,0.7864077669902912,0.017241379310344827,0.21359223300970873,0.9827586206896551,162,6,44,504,0.9729241877256317,4.864620938628159,0.7266187050359713,0.9235611510791367,0.7108081791626095,0.792,0.009497964721845319,0.208,0.9905020352781547,297,7,78,1027,0.9676258992805755,4.838129496402877
top10/logistic_regression/embedding_score_only/identity::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more_risk_control@suff_abstain15,10,0.1,0.5,5,0.7509025270758123,0.7148014440433214,0.7651515151515151,0.45145631067961167,0.12931034482758622,0.5485436893203883,0.8706896551724138,93,45,113,396,0.9729241877256317,4.864620938628159,0.7526978417266187,0.7284172661870504,0.7851851851851852,0.464,0.13704206241519673,0.536,0.8629579375848032,174,101,201,810,0.9676258992805755,4.838129496402877
top10/logistic_regression/embedding_score_only/identity::retrieve_more_high_precision@cov50,top10/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more_high_precision@cov50,10,0.1,0.4,5,0.7328519855595668,0.5740072202166066,0.8144654088050315,0.28640776699029125,0.2557471264367816,0.7135922330097088,0.7442528735632183,59,89,147,318,0.9729241877256317,4.864620938628159,0.7239208633093526,0.5971223021582733,0.8237951807228916,0.312,0.25780189959294436,0.688,0.7421981004070556,117,190,258,664,0.9676258992805755,4.838129496402877
top10/logistic_regression/embedding_score_only/platt::retrieve_more_balanced,top10/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more_balanced,10,0.15,0.55,5,0.759927797833935,0.7454873646209387,0.7602905569007264,0.48058252427184467,0.09770114942528736,0.5194174757281553,0.9022988505747126,99,34,107,413,0.98014440433213,4.90072202166065,0.762589928057554,0.7482014388489209,0.7848557692307693,0.4786096256684492,0.11517615176151762,0.5213903743315508,0.8848238482384824,179,85,195,832,0.9865107913669064,4.932553956834532
top10/logistic_regression/embedding_score_only/platt::retrieve_more@cov85,top10/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more@cov85,10,0.15,0.65,5,0.6949458483754513,0.9151624548736462,0.6765285996055227,0.7961165048543689,0.014367816091954023,0.20388349514563106,0.985632183908046,164,5,42,507,0.98014440433213,4.90072202166065,0.7230215827338129,0.9298561151079137,0.7079303675048356,0.8074866310160428,0.008130081300813009,0.1925133689839572,0.991869918699187,302,6,72,1034,0.9865107913669064,4.932553956834532
top10/logistic_regression/embedding_score_only/platt::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more_risk_control@suff_abstain15,10,0.15,0.55,5,0.759927797833935,0.7454873646209387,0.7602905569007264,0.48058252427184467,0.09770114942528736,0.5194174757281553,0.9022988505747126,99,34,107,413,0.98014440433213,4.90072202166065,0.762589928057554,0.7482014388489209,0.7848557692307693,0.4786096256684492,0.11517615176151762,0.5213903743315508,0.8848238482384824,179,85,195,832,0.9865107913669064,4.932553956834532
top10/logistic_regression/embedding_score_only/platt::retrieve_more_high_precision@cov50,top10/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more_high_precision@cov50,10,0.15,0.4,5,0.7129963898916968,0.5541516245487365,0.8078175895765473,0.28640776699029125,0.28735632183908044,0.7135922330097088,0.7126436781609196,59,100,147,307,0.98014440433213,4.90072202166065,0.7185251798561151,0.5782374100719424,0.8304821150855366,0.2914438502673797,0.2764227642276423,0.7085561497326203,0.7235772357723578,109,204,265,643,0.9865107913669064,4.932553956834532
top10/logistic_regression/embedding_score_only/isotonic::retrieve_more_balanced,top10/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more_balanced,10,0.0,0.55,5,0.7527075812274369,0.6985559566787004,0.772609819121447,0.42718446601941745,0.14080459770114942,0.5728155339805825,0.8591954022988506,88,49,118,387,0.9693140794223827,4.846570397111913,0.7508992805755396,0.7176258992805755,0.7882205513784462,0.45066666666666666,0.14654002713704206,0.5493333333333333,0.8534599728629579,169,108,206,798,0.9658273381294964,4.829136690647482
top10/logistic_regression/embedding_score_only/isotonic::retrieve_more@cov85,top10/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more@cov85,10,0.0,0.6,5,0.7418772563176895,0.8501805054151624,0.7176220806794055,0.6456310679611651,0.028735632183908046,0.35436893203883496,0.9712643678160919,133,10,73,471,0.9693140794223827,4.846570397111913,0.7446043165467626,0.8714028776978417,0.7337461300309598,0.688,0.035278154681139755,0.312,0.9647218453188603,258,26,117,969,0.9658273381294964,4.829136690647482
top10/logistic_regression/embedding_score_only/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more_risk_control@suff_abstain15,10,0.0,0.55,5,0.7527075812274369,0.6985559566787004,0.772609819121447,0.42718446601941745,0.14080459770114942,0.5728155339805825,0.8591954022988506,88,49,118,387,0.9693140794223827,4.846570397111913,0.7508992805755396,0.7176258992805755,0.7882205513784462,0.45066666666666666,0.14654002713704206,0.5493333333333333,0.8534599728629579,169,108,206,798,0.9658273381294964,4.829136690647482
top10/logistic_regression/embedding_score_only/isotonic::retrieve_more_high_precision@cov50,top10/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more_high_precision@cov50,10,0.0,0.35,5,0.7093862815884476,0.5252707581227437,0.8213058419243986,0.2524271844660194,0.3132183908045977,0.7475728155339806,0.6867816091954023,52,109,154,291,0.9693140794223827,4.846570397111913,0.6996402877697842,0.5404676258992805,0.8352745424292846,0.264,0.31886024423337855,0.736,0.6811397557666214,99,235,276,601,0.9658273381294964,4.829136690647482
top20/logistic_regression/v3_no_query/identity::retrieve_more_balanced,top20/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more_balanced,20,0.1,0.45,56,0.8339350180505415,0.8014440433212996,0.8513513513513513,0.44,0.06435643564356436,0.56,0.9356435643564357,66,26,84,444,0.9061371841155235,13.592057761732852,0.8453237410071942,0.8120503597122302,0.8770764119601329,0.42857142857142855,0.07151230949589683,0.5714285714285714,0.9284876905041032,111,61,148,903,0.9118705035971223,13.678057553956835
top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more@cov85,20,0.1,0.6,56,0.8140794223826715,0.8646209386281588,0.81419624217119,0.5933333333333334,0.034653465346534656,0.4066666666666667,0.9653465346534653,89,14,61,479,0.9061371841155235,13.592057761732852,0.8372302158273381,0.8812949640287769,0.8428571428571429,0.5945945945945946,0.031652989449003514,0.40540540540540543,0.9683470105509965,154,27,105,980,0.9118705035971223,13.678057553956835
top20/logistic_regression/v3_no_query/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more_risk_control@suff_abstain15,20,0.1,0.3,56,0.8212996389891697,0.6949458483754513,0.8961038961038961,0.26666666666666666,0.14603960396039603,0.7333333333333333,0.8539603960396039,40,59,110,385,0.9061371841155235,13.592057761732852,0.8111510791366906,0.7113309352517986,0.9064475347661188,0.2857142857142857,0.15943728018757328,0.7142857142857143,0.8405627198124267,74,136,185,791,0.9118705035971223,13.678057553956835
top20/logistic_regression/v3_no_query/identity::retrieve_more_high_precision@cov50,top20/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more_high_precision@cov50,20,0.1,0.15,56,0.7274368231046932,0.5288808664259927,0.931740614334471,0.13333333333333333,0.32425742574257427,0.8666666666666667,0.6757425742574258,20,131,130,293,0.9061371841155235,13.592057761732852,0.6843525179856115,0.5251798561151079,0.9297945205479452,0.1583011583011583,0.3634232121922626,0.8416988416988417,0.6365767878077374,41,310,218,584,0.9118705035971223,13.678057553956835
