selection_key,method_name,action_type,feature_set,calibration,policy,target_k,tau_answer_top5,tau_answer_after_more,n_features,valid_decision_accuracy,valid_coverage,valid_selective_accuracy,valid_insufficient_answer_rate,valid_sufficient_abstain_rate,valid_abstained_insufficient_rate,valid_answered_sufficient_rate,valid_false_answer_count,valid_over_abstain_count,valid_abstained_insufficient_count,valid_answered_count,valid_retrieval_rate,valid_mean_added_docs,test_decision_accuracy,test_coverage,test_selective_accuracy,test_insufficient_answer_rate,test_sufficient_abstain_rate,test_abstained_insufficient_rate,test_answered_sufficient_rate,test_false_answer_count,test_over_abstain_count,test_abstained_insufficient_count,test_answered_count,test_retrieval_rate,test_mean_added_docs
top10/logistic_regression/v3_no_query/platt::retrieve_more_balanced,top10/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more_balanced,10,0.0,0.45,56,0.8396396396396396,0.7855855855855856,0.8646788990825688,0.39864864864864863,0.07371007371007371,0.6013513513513513,0.9262899262899262,59,30,89,436,1.0,5.0,0.8255395683453237,0.7841726618705036,0.8623853211009175,0.4195804195804196,0.08958837772397095,0.5804195804195804,0.910411622276029,120,74,166,872,1.0,5.0
top10/logistic_regression/v3_no_query/platt::retrieve_more@cov85,top10/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more@cov85,10,0.0,0.65,56,0.809009009009009,0.863063063063063,0.81419624217119,0.6013513513513513,0.04176904176904177,0.39864864864864863,0.9582309582309583,89,17,59,479,1.0,5.0,0.8219424460431655,0.8633093525179856,0.8270833333333333,0.5804195804195804,0.0387409200968523,0.4195804195804196,0.9612590799031477,166,32,120,960,1.0,5.0
top10/logistic_regression/v3_no_query/platt::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more_risk_control@suff_abstain15,10,0.0,0.3,56,0.818018018018018,0.7027027027027027,0.8923076923076924,0.28378378378378377,0.14496314496314497,0.7162162162162162,0.855036855036855,42,59,106,390,1.0,5.0,0.8084532374100719,0.6969424460431655,0.895483870967742,0.28321678321678323,0.15980629539951574,0.7167832167832168,0.8401937046004843,81,132,205,775,1.0,5.0
top10/logistic_regression/v3_no_query/platt::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more_high_precision@cov50,10,0.0,0.2,56,0.7585585585585586,0.5783783783783784,0.9252336448598131,0.16216216216216217,0.2702702702702703,0.8378378378378378,0.7297297297297297,24,110,124,321,1.0,5.0,0.7482014388489209,0.5863309352517986,0.9187116564417178,0.1853146853146853,0.274818401937046,0.8146853146853147,0.725181598062954,53,227,233,652,1.0,5.0
top10/logistic_regression/v3_no_query/isotonic::retrieve_more_balanced,top10/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more_balanced,10,0.0,0.45,56,0.8414414414414414,0.7963963963963964,0.8597285067873304,0.4161073825503356,0.06403940886699508,0.5838926174496645,0.9359605911330049,62,26,87,442,0.9801801801801802,4.900900900900901,0.8255395683453237,0.7913669064748201,0.8590909090909091,0.43356643356643354,0.0847457627118644,0.5664335664335665,0.9152542372881356,124,70,162,880,0.9775179856115108,4.8875899280575545
top10/logistic_regression/v3_no_query/isotonic::retrieve_more@cov85,top10/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more@cov85,10,0.0,0.65,56,0.8072072072072072,0.8738738738738738,0.8082474226804124,0.6241610738255033,0.034482758620689655,0.37583892617449666,0.9655172413793104,93,14,56,485,0.9801801801801802,4.900900900900901,0.814748201438849,0.8758992805755396,0.8182751540041068,0.6188811188811189,0.035108958837772396,0.3811188811188811,0.9648910411622276,177,29,109,974,0.9775179856115108,4.8875899280575545
top10/logistic_regression/v3_no_query/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more_risk_control@suff_abstain15,10,0.45,0.25,56,0.7657657657657657,0.7117117117117117,0.8126582278481013,0.4157303370786517,0.14854111405835543,0.5842696629213483,0.8514588859416445,74,56,104,395,0.2936936936936937,1.4684684684684686,0.7643884892086331,0.697841726618705,0.8376288659793815,0.38650306748466257,0.17302798982188294,0.6134969325153374,0.8269720101781171,126,136,200,776,0.31384892086330934,1.5692446043165467
top10/logistic_regression/v3_no_query/isotonic::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_no_query/isotonic,answer_retrieve_more_abstain,v3_no_query,isotonic,retrieve_more_high_precision@cov50,10,0.0,0.25,56,0.7495495495495496,0.5711711711711712,0.9211356466876972,0.16778523489932887,0.28078817733990147,0.8322147651006712,0.7192118226600985,25,114,124,317,0.9801801801801802,4.900900900900901,0.7428057553956835,0.5773381294964028,0.9205607476635514,0.17832167832167833,0.2845036319612591,0.8216783216783217,0.715496368038741,51,235,235,642,0.9775179856115108,4.8875899280575545
top10/logistic_regression/v3_all/identity::retrieve_more_balanced,top10/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more_balanced,10,0.0,0.55,68,0.8396396396396396,0.8144144144144144,0.8517699115044248,0.4527027027027027,0.05405405405405406,0.5472972972972973,0.9459459459459459,67,22,81,452,1.0,5.0,0.8282374100719424,0.8192446043165468,0.8485181119648738,0.4825174825174825,0.06416464891041163,0.5174825174825175,0.9358353510895884,138,53,148,911,1.0,5.0
top10/logistic_regression/v3_all/identity::retrieve_more@cov85,top10/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more@cov85,10,0.0,0.7,68,0.809009009009009,0.8702702702702703,0.8115942028985508,0.6148648648648649,0.036855036855036855,0.38513513513513514,0.9631449631449631,91,15,57,483,1.0,5.0,0.8210431654676259,0.8696043165467626,0.8241985522233712,0.5944055944055944,0.035108958837772396,0.40559440559440557,0.9648910411622276,170,29,116,967,1.0,5.0
top10/logistic_regression/v3_all/identity::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more_risk_control@suff_abstain15,10,0.0,0.3,68,0.8252252252252252,0.7099099099099099,0.8934010152284264,0.28378378378378377,0.13513513513513514,0.7162162162162162,0.8648648648648649,42,55,106,394,1.0,5.0,0.810251798561151,0.6879496402877698,0.9019607843137255,0.26223776223776224,0.16464891041162227,0.7377622377622378,0.8353510895883777,75,136,211,765,1.0,5.0
top10/logistic_regression/v3_all/identity::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_all/identity,answer_retrieve_more_abstain,v3_all,identity,retrieve_more_high_precision@cov50,10,0.0,0.15,68,0.7315315315315315,0.5405405405405406,0.93,0.14189189189189189,0.3144963144963145,0.8581081081081081,0.6855036855036855,21,128,127,300,1.0,5.0,0.7248201438848921,0.5341726618705036,0.9377104377104377,0.12937062937062938,0.32566585956416466,0.8706293706293706,0.6743341404358354,37,269,249,594,1.0,5.0
top10/logistic_regression/v3_all/platt::retrieve_more_balanced,top10/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more_balanced,10,0.0,0.4,68,0.8414414414414414,0.772972972972973,0.8717948717948718,0.3716216216216216,0.08108108108108109,0.6283783783783784,0.918918918918919,55,33,93,429,1.0,5.0,0.8255395683453237,0.7661870503597122,0.8708920187793427,0.38461538461538464,0.1016949152542373,0.6153846153846154,0.8983050847457628,110,84,176,852,1.0,5.0
top10/logistic_regression/v3_all/platt::retrieve_more@cov85,top10/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more@cov85,10,0.0,0.65,68,0.8198198198198198,0.8558558558558559,0.8231578947368421,0.5675675675675675,0.03931203931203931,0.43243243243243246,0.9606879606879607,84,16,64,475,1.0,5.0,0.8219424460431655,0.8633093525179856,0.8270833333333333,0.5804195804195804,0.0387409200968523,0.4195804195804196,0.9612590799031477,166,32,120,960,1.0,5.0
top10/logistic_regression/v3_all/platt::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more_risk_control@suff_abstain15,10,0.0,0.3,68,0.8324324324324325,0.7171171171171171,0.8944723618090452,0.28378378378378377,0.12530712530712532,0.7162162162162162,0.8746928746928747,42,51,106,398,1.0,5.0,0.8120503597122302,0.704136690647482,0.8939974457215837,0.2902097902097902,0.15254237288135594,0.7097902097902098,0.847457627118644,83,126,203,783,1.0,5.0
top10/logistic_regression/v3_all/platt::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_all/platt,answer_retrieve_more_abstain,v3_all,platt,retrieve_more_high_precision@cov50,10,0.0,0.2,68,0.7639639639639639,0.5945945945945946,0.9181818181818182,0.18243243243243243,0.25552825552825553,0.8175675675675675,0.7444717444717445,27,104,121,330,1.0,5.0,0.7580935251798561,0.5926258992805755,0.9226100151745068,0.17832167832167833,0.2639225181598063,0.8216783216783217,0.7360774818401937,51,218,235,659,1.0,5.0
top10/logistic_regression/v3_all/isotonic::retrieve_more_balanced,top10/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more_balanced,10,0.0,0.5,68,0.8396396396396396,0.781981981981982,0.8663594470046083,0.3918918918918919,0.07616707616707617,0.6081081081081081,0.9238329238329238,58,31,90,434,0.9837837837837838,4.918918918918919,0.829136690647482,0.7733812949640287,0.8697674418604651,0.3916083916083916,0.09443099273607748,0.6083916083916084,0.9055690072639225,112,78,174,860,0.9847122302158273,4.923561151079136
top10/logistic_regression/v3_all/isotonic::retrieve_more@cov85,top10/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more@cov85,10,0.0,0.7,68,0.7711711711711712,0.9369369369369369,0.7692307692307693,0.8108108108108109,0.0171990171990172,0.1891891891891892,0.9828009828009828,120,7,28,520,0.9837837837837838,4.918918918918919,0.7886690647482014,0.9307553956834532,0.7855072463768116,0.7762237762237763,0.015738498789346248,0.22377622377622378,0.9842615012106537,222,13,64,1035,0.9847122302158273,4.923561151079136
top10/logistic_regression/v3_all/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more_risk_control@suff_abstain15,10,0.0,0.4,68,0.8288288288288288,0.7135135135135136,0.8939393939393939,0.28378378378378377,0.13022113022113022,0.7162162162162162,0.8697788697788698,42,53,106,396,0.9837837837837838,4.918918918918919,0.810251798561151,0.6969424460431655,0.896774193548387,0.27972027972027974,0.1585956416464891,0.7202797202797203,0.8414043583535109,80,131,206,775,0.9847122302158273,4.923561151079136
top10/logistic_regression/v3_all/isotonic::retrieve_more_high_precision@cov50,top10/logistic_regression/v3_all/isotonic,answer_retrieve_more_abstain,v3_all,isotonic,retrieve_more_high_precision@cov50,10,0.0,0.25,68,0.7081081081081081,0.5099099099099099,0.9328621908127208,0.12837837837837837,0.35135135135135137,0.8716216216216216,0.6486486486486487,19,143,129,283,0.9837837837837838,4.918918918918919,0.7068345323741008,0.5071942446043165,0.9432624113475178,0.11188811188811189,0.3559322033898305,0.8881118881118881,0.6440677966101694,32,294,254,564,0.9847122302158273,4.923561151079136
top10/logistic_regression/retrieval_quality_only/identity::retrieve_more_balanced,top10/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more_balanced,10,0.0,0.5,30,0.8126126126126126,0.8666666666666667,0.814968814968815,0.6013513513513513,0.036855036855036855,0.39864864864864863,0.9631449631449631,89,15,59,481,1.0,5.0,0.8030575539568345,0.8480215827338129,0.8218451749734889,0.5874125874125874,0.06174334140435835,0.4125874125874126,0.9382566585956417,168,51,118,943,1.0,5.0
top10/logistic_regression/retrieval_quality_only/identity::retrieve_more@cov85,top10/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more@cov85,10,0.0,0.5,30,0.8126126126126126,0.8666666666666667,0.814968814968815,0.6013513513513513,0.036855036855036855,0.39864864864864863,0.9631449631449631,89,15,59,481,1.0,5.0,0.8030575539568345,0.8480215827338129,0.8218451749734889,0.5874125874125874,0.06174334140435835,0.4125874125874126,0.9382566585956417,168,51,118,943,1.0,5.0
top10/logistic_regression/retrieval_quality_only/identity::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more_risk_control@suff_abstain15,10,0.0,0.35,30,0.781981981981982,0.7675675675675676,0.8356807511737089,0.47297297297297297,0.12530712530712532,0.527027027027027,0.8746928746928747,70,51,78,426,1.0,5.0,0.7859712230215827,0.7553956834532374,0.85,0.4405594405594406,0.13559322033898305,0.5594405594405595,0.864406779661017,126,112,160,840,1.0,5.0
top10/logistic_regression/retrieval_quality_only/identity::retrieve_more_high_precision@cov50,top10/logistic_regression/retrieval_quality_only/identity,answer_retrieve_more_abstain,retrieval_quality_only,identity,retrieve_more_high_precision@cov50,10,0.0,0.15,30,0.7045045045045045,0.5459459459459459,0.900990099009901,0.20270270270270271,0.32923832923832924,0.7972972972972973,0.6707616707616708,30,134,118,303,1.0,5.0,0.6735611510791367,0.5098920863309353,0.908289241622575,0.18181818181818182,0.3765133171912833,0.8181818181818182,0.6234866828087167,52,311,234,567,1.0,5.0
top10/logistic_regression/retrieval_quality_only/platt::retrieve_more_balanced,top10/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more_balanced,10,0.0,0.5,30,0.8126126126126126,0.8666666666666667,0.814968814968815,0.6013513513513513,0.036855036855036855,0.39864864864864863,0.9631449631449631,89,15,59,481,1.0,5.0,0.8030575539568345,0.8480215827338129,0.8218451749734889,0.5874125874125874,0.06174334140435835,0.4125874125874126,0.9382566585956417,168,51,118,943,1.0,5.0
top10/logistic_regression/retrieval_quality_only/platt::retrieve_more@cov85,top10/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more@cov85,10,0.0,0.5,30,0.8126126126126126,0.8666666666666667,0.814968814968815,0.6013513513513513,0.036855036855036855,0.39864864864864863,0.9631449631449631,89,15,59,481,1.0,5.0,0.8030575539568345,0.8480215827338129,0.8218451749734889,0.5874125874125874,0.06174334140435835,0.4125874125874126,0.9382566585956417,168,51,118,943,1.0,5.0
top10/logistic_regression/retrieval_quality_only/platt::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more_risk_control@suff_abstain15,10,0.0,0.35,30,0.7837837837837838,0.7693693693693694,0.8360655737704918,0.47297297297297297,0.12285012285012285,0.527027027027027,0.8771498771498771,70,50,78,427,1.0,5.0,0.7841726618705036,0.7571942446043165,0.8479809976247031,0.44755244755244755,0.13559322033898305,0.5524475524475524,0.864406779661017,128,112,158,842,1.0,5.0
top10/logistic_regression/retrieval_quality_only/platt::retrieve_more_high_precision@cov50,top10/logistic_regression/retrieval_quality_only/platt,answer_retrieve_more_abstain,retrieval_quality_only,platt,retrieve_more_high_precision@cov50,10,0.0,0.2,30,0.7225225225225225,0.5747747747747748,0.896551724137931,0.22297297297297297,0.2972972972972973,0.777027027027027,0.7027027027027027,33,121,115,319,1.0,5.0,0.6969424460431655,0.5386690647482014,0.9081803005008348,0.19230769230769232,0.3414043583535109,0.8076923076923077,0.6585956416464891,55,282,231,599,1.0,5.0
top10/logistic_regression/retrieval_quality_only/isotonic::retrieve_more_balanced,top10/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more_balanced,10,0.0,0.55,30,0.7963963963963964,0.8810810810810811,0.7995910020449898,0.6577181208053692,0.03694581280788178,0.3422818791946309,0.9630541871921182,98,15,51,489,0.9279279279279279,4.63963963963964,0.8012589928057554,0.8687050359712231,0.8126293995859213,0.6306620209059234,0.048484848484848485,0.3693379790940767,0.9515151515151515,181,40,106,966,0.9253597122302158,4.626798561151079
top10/logistic_regression/retrieval_quality_only/isotonic::retrieve_more@cov85,top10/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more@cov85,10,0.0,0.55,30,0.7963963963963964,0.8810810810810811,0.7995910020449898,0.6577181208053692,0.03694581280788178,0.3422818791946309,0.9630541871921182,98,15,51,489,0.9279279279279279,4.63963963963964,0.8012589928057554,0.8687050359712231,0.8126293995859213,0.6306620209059234,0.048484848484848485,0.3693379790940767,0.9515151515151515,181,40,106,966,0.9253597122302158,4.626798561151079
top10/logistic_regression/retrieval_quality_only/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more_risk_control@suff_abstain15,10,0.0,0.5,30,0.7855855855855856,0.7837837837837838,0.8298850574712644,0.4966442953020134,0.11083743842364532,0.5033557046979866,0.8891625615763546,74,45,75,435,0.9279279279279279,4.63963963963964,0.7805755395683454,0.7724820143884892,0.8381839348079162,0.4843205574912892,0.12727272727272726,0.5156794425087108,0.8727272727272727,139,105,148,859,0.9253597122302158,4.626798561151079
top10/logistic_regression/retrieval_quality_only/isotonic::retrieve_more_high_precision@cov50,top10/logistic_regression/retrieval_quality_only/isotonic,answer_retrieve_more_abstain,retrieval_quality_only,isotonic,retrieve_more_high_precision@cov50,10,0.0,0.15,30,0.6864864864864865,0.5225225225225225,0.9,0.19463087248322147,0.35714285714285715,0.8053691275167785,0.6428571428571429,29,145,120,290,0.9279279279279279,4.63963963963964,0.6546762589928058,0.48651079136690645,0.9075785582255084,0.17421602787456447,0.40484848484848485,0.8257839721254355,0.5951515151515151,50,334,237,541,0.9253597122302158,4.626798561151079
top10/logistic_regression/embedding_score_only/identity::retrieve_more_balanced,top10/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more_balanced,10,0.0,0.5,5,0.745945945945946,0.9405405405405406,0.7547892720306514,0.8648648648648649,0.03194103194103194,0.13513513513513514,0.9680589680589681,128,13,20,522,1.0,5.0,0.7697841726618705,0.9370503597122302,0.7735124760076776,0.8251748251748252,0.024213075060532687,0.17482517482517482,0.9757869249394673,236,20,50,1042,1.0,5.0
top10/logistic_regression/embedding_score_only/identity::retrieve_more@cov85,top10/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more@cov85,10,0.0,0.45,5,0.7441441441441441,0.8846846846846846,0.769857433808554,0.7635135135135135,0.07125307125307126,0.23648648648648649,0.9287469287469288,113,29,35,491,1.0,5.0,0.7805755395683454,0.8741007194244604,0.7993827160493827,0.6818181818181818,0.059322033898305086,0.3181818181818182,0.940677966101695,195,49,91,972,1.0,5.0
top10/logistic_regression/embedding_score_only/identity::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more_risk_control@suff_abstain15,10,0.0,0.4,5,0.7441441441441441,0.7981981981981981,0.7990970654627539,0.6013513513513513,0.13022113022113022,0.39864864864864863,0.8697788697788698,89,53,59,443,1.0,5.0,0.7805755395683454,0.8093525179856115,0.8233333333333334,0.5559440559440559,0.10290556900726393,0.44405594405594406,0.8970944309927361,159,85,127,900,1.0,5.0
top10/logistic_regression/embedding_score_only/identity::retrieve_more_high_precision@cov50,top10/logistic_regression/embedding_score_only/identity,answer_retrieve_more_abstain,embedding_score_only,identity,retrieve_more_high_precision@cov50,10,0.0,0.25,5,0.6846846846846847,0.5477477477477477,0.881578947368421,0.24324324324324326,0.3415233415233415,0.7567567567567568,0.6584766584766585,36,139,112,304,1.0,5.0,0.6888489208633094,0.5755395683453237,0.875,0.27972027972027974,0.3220338983050847,0.7202797202797203,0.6779661016949152,80,266,206,640,1.0,5.0
top10/logistic_regression/embedding_score_only/platt::retrieve_more_balanced,top10/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more_balanced,10,0.0,0.55,5,0.7495495495495496,0.9477477477477477,0.7547528517110266,0.8716216216216216,0.02457002457002457,0.12837837837837837,0.9754299754299754,129,10,19,526,1.0,5.0,0.7661870503597122,0.9424460431654677,0.7700381679389313,0.8426573426573427,0.023002421307506054,0.15734265734265734,0.9769975786924939,241,19,45,1048,1.0,5.0
top10/logistic_regression/embedding_score_only/platt::retrieve_more@cov85,top10/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more@cov85,10,0.0,0.5,5,0.7351351351351352,0.9045045045045045,0.7589641434262948,0.8175675675675675,0.06388206388206388,0.18243243243243243,0.9361179361179361,121,26,27,502,1.0,5.0,0.7787769784172662,0.8848920863309353,0.7947154471544715,0.7062937062937062,0.053268765133171914,0.2937062937062937,0.9467312348668281,202,44,84,984,1.0,5.0
top10/logistic_regression/embedding_score_only/platt::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more_risk_control@suff_abstain15,10,0.0,0.45,5,0.7477477477477478,0.8198198198198198,0.7934065934065934,0.6351351351351351,0.11302211302211303,0.36486486486486486,0.8869778869778869,94,46,54,455,1.0,5.0,0.7823741007194245,0.829136690647482,0.8167028199566161,0.5909090909090909,0.08837772397094432,0.4090909090909091,0.9116222760290557,169,73,117,922,1.0,5.0
top10/logistic_regression/embedding_score_only/platt::retrieve_more_high_precision@cov50,top10/logistic_regression/embedding_score_only/platt,answer_retrieve_more_abstain,embedding_score_only,platt,retrieve_more_high_precision@cov50,10,0.0,0.3,5,0.6990990990990991,0.590990990990991,0.8658536585365854,0.2972972972972973,0.3022113022113022,0.7027027027027027,0.6977886977886978,44,123,104,328,1.0,5.0,0.7086330935251799,0.6079136690647482,0.871301775147929,0.3041958041958042,0.28692493946731235,0.6958041958041958,0.7130750605326877,87,237,199,676,1.0,5.0
top10/logistic_regression/embedding_score_only/isotonic::retrieve_more_balanced,top10/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more_balanced,10,0.1,0.5,5,0.7495495495495496,0.8576576576576577,0.7815126050420168,0.7027027027027027,0.085995085995086,0.2972972972972973,0.914004914004914,104,35,44,476,0.9693693693693693,4.846846846846847,0.7814748201438849,0.8579136690647482,0.8039832285115304,0.6470588235294118,0.06804374240583232,0.35294117647058826,0.9319562575941677,187,56,102,954,0.9721223021582733,4.860611510791367
top10/logistic_regression/embedding_score_only/isotonic::retrieve_more@cov85,top10/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more@cov85,10,0.1,0.5,5,0.7495495495495496,0.8576576576576577,0.7815126050420168,0.7027027027027027,0.085995085995086,0.2972972972972973,0.914004914004914,104,35,44,476,0.9693693693693693,4.846846846846847,0.7814748201438849,0.8579136690647482,0.8039832285115304,0.6470588235294118,0.06804374240583232,0.35294117647058826,0.9319562575941677,187,56,102,954,0.9721223021582733,4.860611510791367
top10/logistic_regression/embedding_score_only/isotonic::retrieve_more_risk_control@suff_abstain15,top10/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more_risk_control@suff_abstain15,10,0.1,0.5,5,0.7495495495495496,0.8576576576576577,0.7815126050420168,0.7027027027027027,0.085995085995086,0.2972972972972973,0.914004914004914,104,35,44,476,0.9693693693693693,4.846846846846847,0.7814748201438849,0.8579136690647482,0.8039832285115304,0.6470588235294118,0.06804374240583232,0.35294117647058826,0.9319562575941677,187,56,102,954,0.9721223021582733,4.860611510791367
top10/logistic_regression/embedding_score_only/isotonic::retrieve_more_high_precision@cov50,top10/logistic_regression/embedding_score_only/isotonic,answer_retrieve_more_abstain,embedding_score_only,isotonic,retrieve_more_high_precision@cov50,10,0.1,0.2,5,0.6648648648648648,0.527927927927928,0.8771331058020477,0.24324324324324326,0.36855036855036855,0.7567567567567568,0.6314496314496314,36,150,112,293,0.9693693693693693,4.846846846846847,0.6681654676258992,0.5485611510791367,0.8721311475409836,0.2698961937716263,0.353584447144593,0.7301038062283737,0.6464155528554071,78,291,211,610,0.9721223021582733,4.860611510791367
top20/logistic_regression/v3_no_query/identity::retrieve_more_balanced,top20/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more_balanced,20,0.0,0.5,56,0.8432432432432433,0.8036036036036036,0.8721973094170403,0.41911764705882354,0.07159904534606205,0.5808823529411765,0.9284009546539379,57,30,79,446,1.0,15.0,0.8561151079136691,0.8003597122302158,0.8921348314606742,0.3779527559055118,0.07459207459207459,0.6220472440944882,0.9254079254079254,96,64,158,890,1.0,15.0
top20/logistic_regression/v3_no_query/identity::retrieve_more@cov85,top20/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more@cov85,20,0.0,0.65,56,0.8162162162162162,0.8558558558558559,0.8336842105263158,0.5808823529411765,0.05489260143198091,0.41911764705882354,0.9451073985680191,79,23,57,475,1.0,15.0,0.8507194244604317,0.8579136690647482,0.8626834381551363,0.515748031496063,0.04079254079254079,0.484251968503937,0.9592074592074592,131,35,123,954,1.0,15.0
top20/logistic_regression/v3_no_query/identity::retrieve_more_risk_control@suff_abstain15,top20/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more_risk_control@suff_abstain15,20,0.0,0.35,56,0.8234234234234235,0.7225225225225225,0.9002493765586035,0.29411764705882354,0.13842482100238662,0.7058823529411765,0.8615751789976134,40,58,96,401,1.0,15.0,0.8201438848920863,0.7176258992805755,0.9122807017543859,0.2755905511811024,0.15151515151515152,0.7244094488188977,0.8484848484848485,70,130,184,798,1.0,15.0
top20/logistic_regression/v3_no_query/identity::retrieve_more_high_precision@cov50,top20/logistic_regression/v3_no_query/identity,answer_retrieve_more_abstain,v3_no_query,identity,retrieve_more_high_precision@cov50,20,0.0,0.15,56,0.7243243243243244,0.5369369369369369,0.9463087248322147,0.11764705882352941,0.3269689737470167,0.8823529411764706,0.6730310262529833,16,137,120,298,1.0,15.0,0.7131294964028777,0.5422661870503597,0.9469320066334992,0.12598425196850394,0.3344988344988345,0.8740157480314961,0.6655011655011654,32,287,222,603,1.0,15.0
top20/logistic_regression/v3_no_query/platt::retrieve_more_balanced,top20/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more_balanced,20,0.0,0.45,56,0.8414414414414414,0.8054054054054054,0.8702460850111857,0.4264705882352941,0.07159904534606205,0.5735294117647058,0.9284009546539379,58,30,78,447,1.0,15.0,0.8579136690647482,0.8111510791366906,0.8880266075388027,0.39763779527559057,0.06643356643356643,0.6023622047244095,0.9335664335664335,101,57,153,902,1.0,15.0
top20/logistic_regression/v3_no_query/platt::retrieve_more@cov85,top20/logistic_regression/v3_no_query/platt,answer_retrieve_more_abstain,v3_no_query,platt,retrieve_more@cov85,20,0.0,0.6,56,0.8108108108108109,0.8612612612612612,0.8284518828451883,0.6029411764705882,0.05489260143198091,0.39705882352941174,0.9451073985680191,82,23,54,478,1.0,15.0,0.8498201438848921,0.8660071942446043,0.8587746625129803,0.5354330708661418,0.03613053613053613,0.4645669291338583,0.9638694638694638,136,31,118,963,1.0,15.0
