split,original_id,source_docs,source_link_count,linked_doc_count,support_titles_in_linked_docs_count,support_titles_in_linked_docs_rate
train,5a7d26fd554299452d57bb2a,10,56,48,1,0.5
train,5a7d27f05542995ed0d1660d,10,51,37,1,0.5
train,5a7d2aa05542995f4f40221f,10,53,26,1,0.5
train,5a7d2afb554299452d57bb41,10,68,33,1,0.5
train,5a7d2afd5542995f4f402221,10,33,22,2,1.0
train,5a7d2b2b5542995ed0d1661b,10,44,30,1,0.5
train,5a7d2b5755429907fabef0c2,10,85,50,1,0.5
train,5a7d2c8d5542995ed0d16624,10,41,36,1,0.5
train,5a7d2ecc5542995ed0d16629,10,54,48,1,0.5
train,5a7d32af55429907fabef0ca,10,44,29,1,0.5
train,5a7d3cbb5542995f4f402243,10,61,44,2,1.0
train,5a7d3f895542995f4f402248,10,70,47,2,1.0
train,5a7d47da5542990b8f503975,10,58,29,1,0.5
train,5a7d598d5542995f4f402262,10,49,30,1,0.5
train,5a7d5c175542991319bc93b1,10,27,16,2,1.0
train,5a7d61775542991319bc93b9,10,49,35,1,0.5
train,5a7d68e25542995f4f402270,10,44,19,1,0.5
train,5a7d6a2d5542991319bc93c6,10,45,20,2,1.0
train,5a7d70d45542990b8f50398a,10,79,51,2,1.0
train,5a7d72bb5542990b8f50398e,10,36,26,1,0.5
train,5a7d7d895542995f4f402281,10,83,53,1,0.5
train,5a7d7deb5542995f4f402282,10,47,36,2,1.0
train,5a7d93945542990b8f5039b8,10,73,44,1,0.5
train,5a7d97205542990b8f5039c7,10,54,34,1,0.5
train,5a7d9d2b5542997cc2c47464,10,9,5,1,0.5
train,5a7da0915542990b8f5039d4,10,42,28,1,0.5
train,5a7da0de5542990b8f5039d7,10,16,15,0,0.0
train,5a7da3a95542990b8f5039e6,10,68,50,1,0.5
train,5a7da4865542990b8f5039ed,10,53,45,1,0.5
train,5a7da6015542995f4f40229d,10,27,19,0,0.0
train,5a7da6c25542995ed0d16652,10,66,46,1,0.5
train,5a7da6cb5542990b8f5039ff,10,54,44,1,0.5
train,5a7da8065542995f4f4022a7,10,54,46,1,0.5
train,5a7da9ae5542995f4f4022b1,10,26,17,0,0.0
train,5a7daad55542995f4f4022b7,10,57,28,0,0.0
train,5a7dab795542990b8f503a22,10,48,24,1,0.5
train,5a7dacff5542991319bc93e0,10,19,14,1,0.5
train,5a7db0915542990b8f503a30,10,31,15,1,0.5
train,5a7db62d5542997cc2c4747c,10,45,25,1,0.5
train,5a7dbc175542995ed0d1666b,10,37,24,2,1.0
train,5a7dbf4e5542990b8f503a68,10,35,22,0,0.0
train,5a7dc3275542997cc2c4749c,10,67,47,1,0.5
train,5a7dca645542990b8f503aab,10,47,27,1,0.5
train,5a7dcdea5542990b8f503abc,10,33,19,1,0.5
train,5a7dd8cb5542995f4f4022d0,10,31,23,2,1.0
train,5a7ddc5a5542995f4f4022da,10,38,21,1,0.5
train,5a7ddd565542997cc2c474b2,10,23,22,0,0.0
train,5a7ddfc55542995f4f4022e9,10,41,31,0,0.0
train,5a7de14a5542991319bc93fc,10,49,36,1,0.5
train,5a7de63c5542995f4f4022f5,10,90,56,1,0.5
train,5a7dedb55542995f4f402317,10,56,25,2,1.0
train,5a7dedef5542995f4f40231a,10,20,18,1,0.5
train,5a7def0d5542990b8f503af9,10,54,31,1,0.5
train,5a7df1095542990b8f503afe,10,30,27,0,0.0
train,5a7df25a5542990b8f503b02,10,58,47,2,1.0
train,5a7df5635542990b8f503b0a,10,25,21,2,1.0
train,5a7dff595542997cc2c474eb,10,41,36,1,0.5
train,5a7e02b75542997cc2c474f3,10,42,31,1,0.5
train,5a7e02cf5542997cc2c474f4,10,52,43,1,0.5
train,5a7e02e05542995ed0d1667c,10,44,34,0,0.0
train,5a7e035d5542997cc2c474f6,10,17,10,1,0.5
train,5a7e040f5542990b8f503b13,10,31,20,2,1.0
train,5a7e04b05542995f4f40238a,10,39,16,2,1.0
train,5a7e052d5542995f4f40238e,10,31,24,1,0.5
train,5a7e058f5542995f4f402390,10,32,26,1,0.5
train,5a7e05f75542995f4f402394,10,44,29,0,0.0
train,5a7e0bb65542997cc2c4750a,10,50,43,1,0.5
train,5a7e0c045542995f4f4023c5,10,57,41,2,1.0
train,5a7e19e655429965cec5ea58,10,55,42,1,0.5
train,5a7e1a2955429965cec5ea5d,10,64,46,2,1.0
train,5a7e1a5455429965cec5ea5f,10,37,30,2,1.0
train,5a7e1ad155429965cec5ea66,10,56,48,2,1.0
train,5a7e1bae55429965cec5ea6f,10,49,30,1,0.5
train,5a7e1cad55429965cec5ea75,10,28,19,1,0.5
train,5a7e1f5655429965cec5ea81,10,45,21,0,0.0
train,5a7e22ed5542995ed0d166a7,10,35,14,1,0.5
train,5a7e23655542997cc2c47528,10,48,33,1,0.5
train,5a7e279d5542995ed0d166b5,10,17,12,2,1.0
train,5a7e283655429965cec5eaab,10,61,37,1,0.5
train,5a7e2e3a55429934daa2fbe6,10,39,23,1,0.5
train,5a7e30b255429934daa2fbeb,10,50,42,1,0.5
train,5a7e3117554299495941991b,10,61,39,0,0.0
train,5a7e31c055429934daa2fbee,10,45,25,2,1.0
train,5a7e355055429934daa2fbf4,10,79,50,1,0.5
train,5a7e36815542995ed0d166d4,10,65,45,2,1.0
train,5a7e3a3f5542995ed0d166dd,10,35,21,1,0.5
train,5a7e3b585542995ed0d166df,10,76,59,0,0.0
train,5a7e3c6e5542994959419937,10,32,22,0,0.0
train,5a7e4414554299495941995c,10,42,29,2,1.0
train,5a7e4af3554299495941998c,10,54,33,2,1.0
train,5a7e513a5542994959419996,10,29,15,1,0.5
train,5a7e59c855429934daa2fc0f,10,22,19,2,1.0
train,5a7e60a855429949594199ae,10,37,23,1,0.5
train,5a7e689f55429934daa2fc1c,10,53,32,1,0.5
train,5a7e694a5542997cc2c4753d,10,44,30,2,1.0
train,5a7e6c725542991319bc94a4,10,44,22,1,0.5
train,5a7e71ab55429949594199bc,10,56,43,1,0.5
train,5a7e72dd55429949594199bf,10,37,27,1,0.5
train,5a7e782655429934daa2fc26,10,36,19,1,0.5
train,5a7e7c725542991319bc94be,10,56,25,1,0.5
train,5a7e7d4655429934daa2fc2e,10,61,48,1,0.5
train,5a7e7ed05542991319bc94c2,10,37,30,0,0.0
train,5a7e86245542991319bc94ce,10,45,25,0,0.0
train,5a7e910a554299306751357f,10,54,34,1,0.5
train,5a7ea14655429930675135ab,10,32,22,1,0.5
train,5a7eacd855429930675135c3,10,47,41,1,0.5
train,5a7eb22655429930675135cb,10,89,60,1,0.5
train,5a7eb8f655429934daa2fc50,10,50,20,1,0.5
train,5a7eb9f355429934daa2fc53,10,63,42,1,0.5
train,5a7ec6f355429934daa2fc61,10,51,36,1,0.5
train,5a7ec7f355429934daa2fc64,10,59,34,1,0.5
train,5a7ec90055429934daa2fc66,10,47,33,1,0.5
train,5a7ed5af5542994959419a84,10,48,39,2,1.0
train,5a7eec6f55429934daa2fc7c,10,41,31,1,0.5
train,5a7ef18c55429934daa2fc84,10,91,55,1,0.5
train,5a7ef49a5542994959419a91,10,39,34,1,0.5
train,5a7efa7a55429930675135ea,10,29,14,1,0.5
train,5a7efd2f5542994959419a9c,10,49,23,1,0.5
train,5a7effeb5542994959419aa0,10,41,26,1,0.5
train,5a7f010955429934daa2fc8b,10,40,22,1,0.5
train,5a7f10e2554299306751360b,10,53,44,0,0.0
train,5a7f113d55429934daa2fcbe,10,62,50,1,0.5
train,5a7f18a35542994959419aa6,10,85,54,1,0.5
train,5a7f1ad155429934daa2fce2,10,35,25,1,0.5
train,5a7f1c195542993067513633,10,32,25,0,0.0
train,5a7f1e805542993067513640,10,54,44,1,0.5
train,5a7f22005542993067513657,10,50,39,2,1.0
train,5a7f244255429934daa2fcec,10,33,22,1,0.5
train,5a7f251155429934daa2fcf2,10,71,16,1,0.5
train,5a7f275d55429934daa2fd01,10,35,24,1,0.5
train,5a7f33115542992e7d278c84,10,52,30,2,1.0
train,5a7f3361554299306751369a,10,49,35,0,0.0
train,5a7f341655429930675136a0,10,28,23,1,0.5
train,5a7f35015542992e7d278c8a,10,30,21,1,0.5
train,5a7f354b5542992e7d278c8c,10,79,58,0,0.0
train,5a7f38e255429930675136b6,10,51,13,0,0.0
train,5a7f392b55429934daa2fd26,10,37,25,1,0.5
train,5a7f39d055429934daa2fd2a,10,42,28,1,0.5
train,5a7f3bcd55429930675136c3,10,17,14,1,0.5
train,5a7f3c8f55429930675136c9,10,46,27,2,1.0
train,5a7f3d9b5542992e7d278cb8,10,32,22,1,0.5
train,5a7f404a55429930675136dd,10,40,20,2,1.0
train,5a7f40de5542992e7d278cc8,10,52,46,2,1.0
train,5a7f44a65542992e7d278cd7,10,28,21,0,0.0
train,5a7f451a55429969796c19ec,10,53,39,1,0.5
train,5a7f48e15542992e7d278ce6,10,71,59,2,1.0
train,5a7f4cb055429969796c1a02,10,65,49,1,0.5
train,5a7f53445542992097ad2f15,10,38,33,0,0.0
train,5a7f53ff5542992097ad2f17,10,47,31,1,0.5
train,5a7f5ab65542995d8a8dde43,10,46,32,1,0.5
train,5a7f5d165542992097ad2f3c,10,52,37,1,0.5
train,5a7f5da85542992097ad2f3e,10,49,31,2,1.0
train,5a7f5e0455429969796c1a12,10,41,27,2,1.0
train,5a7f5f655542994857a7670b,10,60,38,1,0.5
train,5a7f62405542992e7d278cf0,10,58,31,1,0.5
train,5a7f650755429969796c1a2c,10,51,39,1,0.5
train,5a7f660555429969796c1a2e,10,67,54,1,0.5
train,5a7f669a5542994857a76729,10,36,10,0,0.0
train,5a7f6fd75542992e7d278cfa,10,36,24,0,0.0
train,5a7f725355429969796c1a55,10,36,27,1,0.5
train,5a7f74975542992097ad2f77,10,36,32,1,0.5
train,5a7f75e95542992e7d278d09,10,22,13,2,1.0
train,5a7f79155542995d8a8dde86,10,58,32,2,1.0
train,5a7f7b365542992097ad2f80,10,41,27,0,0.0
train,5a7f7c285542994857a76746,10,35,28,0,0.0
train,5a7f7e3a5542992097ad2f89,10,27,21,0,0.0
train,5a7f81425542992097ad2f8e,10,48,42,1,0.5
train,5a7f84225542994857a76756,10,51,31,1,0.5
train,5a7f8b8c5542995d8a8ddea1,10,28,23,2,1.0
train,5a7f8d755542992097ad2f9d,10,68,25,1,0.5
train,5a7f90a15542995d8a8ddea5,10,31,24,1,0.5
train,5a7f924c55429969796c1aba,10,63,39,1,0.5
train,5a7f962655429969796c1ac8,10,46,34,0,0.0
train,5a7f97c05542995d8a8ddeb0,10,65,27,2,1.0
train,5a7f9cb55542995d8a8ddec1,10,31,26,2,1.0
train,5a7fa0d55542995d8a8dded3,10,55,35,2,1.0
train,5a7fa1b05542994857a7678e,10,53,33,2,1.0
train,5a7fa48c5542994857a7679a,10,55,37,2,1.0
train,5a7fa55555429969796c1b0e,10,41,34,1,0.5
train,5a7fa5b05542994857a7679b,10,41,33,1,0.5
train,5a7fa97d5542994857a767a9,10,51,44,1,0.5
train,5a7fac0055429969796c1b1b,10,56,45,2,1.0
train,5a7faed65542994857a767b6,10,53,42,1,0.5
train,5a7fb1765542992e7d278d20,10,49,29,1,0.5
train,5a7fb17c5542994857a767bb,10,37,21,1,0.5
train,5a7fb1b25542992097ad2fb2,10,41,20,1,0.5
train,5a7fb5ce5542994857a767ca,10,35,29,2,1.0
train,5a7fb6625542994857a767cc,10,56,43,1,0.5
train,5a7fb90655429969796c1b34,10,38,25,1,0.5
train,5a7fc03d5542992097ad2fbc,10,75,57,1,0.5
train,5a7fc21455429969796c1b4b,10,67,43,1,0.5
train,5a7fc41455429969796c1b51,10,58,37,1,0.5
train,5a7fc5875542992e7d278d67,10,27,22,2,1.0
train,5a7fc5c25542992e7d278d6a,10,69,55,1,0.5
train,5a7fc6e45542992e7d278d73,10,40,32,2,1.0
train,5a7fd1515542992e7d278db1,10,49,30,2,1.0
train,5a7fd6fc5542995d8a8ddf31,10,45,28,1,0.5
train,5a7fd7305542992e7d278dc2,10,49,40,2,1.0
train,5a7fd7a25542992e7d278dc3,10,40,30,2,1.0
train,5a7fe0b55542994857a76818,10,40,24,0,0.0
train,5a7fe7f85542994857a7683e,10,67,32,2,1.0
train,5a80071f5542992bc0c4a684,10,106,60,1,0.5
train,5a800ddd5542992097ad2fd0,10,23,14,0,0.0
train,5a8013e45542995d8a8ddf41,10,94,41,1,0.5
train,5a8016215542992bc0c4a6a3,10,65,37,1,0.5
train,5a801e845542992097ad2fd9,10,31,20,1,0.5
train,5a801f215542992bc0c4a6b2,10,69,47,1,0.5
train,5a8026a05542992e7d278df8,10,44,34,2,1.0
train,5a80297f5542992e7d278e08,10,33,26,2,1.0
train,5a802bf05542992bc0c4a6b7,10,31,26,1,0.5
train,5a802e135542992bc0c4a6c7,10,33,16,1,0.5
train,5a802fb8554299485f598582,10,41,34,0,0.0
train,5a802ff25542992bc0c4a6d2,10,32,26,2,1.0
train,5a8031c1554299485f598585,10,58,37,1,0.5
train,5a8031d05542996402f6a47c,10,60,35,1,0.5
train,5a8038b55542996402f6a485,10,42,36,1,0.5
train,5a803d695542996402f6a494,10,48,40,0,0.0
train,5a804032554299485f5985a0,10,33,26,1,0.5
train,5a80427c5542996402f6a49f,10,37,25,2,1.0
train,5a804510554299485f5985af,10,35,26,1,0.5
train,5a804e845542992bc0c4a6e9,10,53,32,1,0.5
train,5a8051265542992bc0c4a6f8,10,43,40,2,1.0
train,5a80522b5542996402f6a4c1,10,66,41,0,0.0
train,5a80541d5542996402f6a4d2,10,94,63,1,0.5
train,5a8066d15542992097ad2fe8,10,57,43,0,0.0
train,5a806e01554299485f5985e5,10,62,53,1,0.5
train,5a80707e5542992bc0c4a70e,10,77,56,1,0.5
train,5a807181554299485f5985ec,10,55,39,1,0.5
train,5a80721b554299485f5985ef,10,32,22,1,0.5
train,5a8072a5554299485f5985f1,10,27,10,1,0.5
train,5a80735b554299485f5985f3,10,52,37,0,0.0
train,5a80752b5542992bc0c4a720,10,73,51,2,1.0
train,5a80762a5542996402f6a536,10,76,65,1,0.5
train,5a8077ca5542992bc0c4a729,10,93,61,1,0.5
train,5a8078d85542995d8a8ddf78,10,34,26,1,0.5
train,5a8078e95542992bc0c4a72c,10,34,18,1,0.5
train,5a807b44554299485f59860a,10,38,26,1,0.5
train,5a807e6f5542995d8a8ddf80,10,39,22,1,0.5
train,5a807ea1554299485f598624,10,40,37,1,0.5
train,5a807f6a5542992bc0c4a737,10,81,50,1,0.5
train,5a8080365542992097ad2fed,10,71,44,1,0.5
train,5a8081975542992097ad2fef,10,48,35,1,0.5
train,5a80838d5542992bc0c4a745,10,41,35,0,0.0
train,5a80840f554299485f59863b,10,34,29,1,0.5
train,5a8085705542992bc0c4a74b,10,45,38,1,0.5
train,5a8089535542992bc0c4a762,10,37,32,1,0.5
train,5a8089dc5542992bc0c4a765,10,106,79,1,0.5
train,5a808afb5542992bc0c4a76b,10,31,22,0,0.0
train,5a808b57554299485f598651,10,81,60,1,0.5
train,5a808cbd5542996402f6a54b,10,55,38,2,1.0
train,5a808f96554299485f598655,10,44,30,2,1.0
train,5a8091515542996402f6a563,10,63,40,1,0.5
train,5a80956e5542996402f6a579,10,32,23,2,1.0
train,5a809fe75542996402f6a5ba,10,26,21,1,0.5
train,5a80a1b25542992bc0c4a78c,10,31,24,0,0.0
train,5a80a587554299485f598676,10,45,36,0,0.0
train,5a80a654554299485f598679,10,59,46,1,0.5
train,5a80a7f6554299485f598680,10,41,23,2,1.0
train,5a80abd15542996402f6a5e0,10,51,40,2,1.0
train,5a80ac53554299485f5986a0,10,73,45,1,0.5
train,5a80ad19554299485f5986a8,10,48,29,1,0.5
train,5a80ad205542992bc0c4a79d,10,46,38,1,0.5
train,5a80ad7c5542992097ad3018,10,59,43,1,0.5
train,5a80aeff5542996402f6a5eb,10,82,57,1,0.5
train,5a80afcf554299485f5986b9,10,51,33,1,0.5
train,5a80b322554299485f5986c8,10,45,22,1,0.5
train,5a80b35c5542992bc0c4a7b8,10,15,10,1,0.5
train,5a80b3a9554299485f5986cc,10,66,34,2,1.0
train,5a80b4d1554299260e20a134,10,38,31,0,0.0
train,5a80b52f554299485f5986d6,10,61,48,2,1.0
train,5a80b9ae5542992bc0c4a7eb,10,45,38,1,0.5
train,5a80b9e85542992bc0c4a7ed,10,40,28,1,0.5
train,5a80be9655429938b61421b5,10,32,29,2,1.0
train,5a80c01855429938b61421b8,10,62,32,1,0.5
train,5a80caac554299260e20a161,10,53,36,0,0.0
train,5a80cddd554299260e20a169,10,51,45,1,0.5
train,5a80cf4c55429938b61421f6,10,39,31,1,0.5
train,5a80d1ce554299260e20a178,10,26,18,1,0.5
train,5a80d6be55429938b6142206,10,76,38,1,0.5
train,5a80db5055429938b6142218,10,95,57,1,0.5
train,5a80de9b55429938b6142226,10,56,43,1,0.5
train,5a80e03e55429938b614222c,10,53,40,1,0.5
train,5a80e4b255429938b6142239,10,53,37,1,0.5
train,5a80e5f5554299260e20a1ae,10,54,41,1,0.5
train,5a80ef1555429938b614225e,10,79,48,1,0.5
train,5a80f793554299260e20a1e1,10,69,62,1,0.5
train,5a80fb97554299260e20a1eb,10,45,36,2,1.0
train,5a80fd17554299260e20a1f1,10,50,39,1,0.5
train,5a810006554299260e20a1f6,10,62,44,2,1.0
train,5a81018755429938b6142287,10,39,29,0,0.0
train,5a810221554299260e20a1f9,10,43,36,2,1.0
train,5a81028b55429938b614228a,10,58,43,0,0.0
train,5a810d5255429926c1cdacd8,10,95,50,1,0.5
train,5a810d7655429903bc27b915,10,46,31,1,0.5
train,5a81141855429938b61422ad,10,66,31,1,0.5
train,5a811667554299260e20a23d,10,32,27,1,0.5
train,5a8126265542995ce29dcbc9,10,48,24,1,0.5
train,5a812cd555429926c1cdacfc,10,48,35,0,0.0
train,5a812d0555429938b61422e1,10,51,35,0,0.0
train,5a81329655429926c1cdad0c,10,45,21,1,0.5
train,5a8133725542995ce29dcbdb,10,67,33,2,1.0
train,5a8135cc55429903bc27b943,10,54,35,0,0.0
train,5a8135eb55429938b61422fa,10,61,29,1,0.5
train,5a813e1b55429903bc27b958,10,52,39,1,0.5
train,5a81418455429903bc27b95f,10,40,32,1,0.5
train,5a8141cc55429938b6142316,10,42,32,1,0.5
train,5a81456855429938b614231e,10,45,32,2,1.0
train,5a81537355429926c1cdad20,10,111,57,2,1.0
train,5a81549055429938b6142338,10,38,22,1,0.5
train,5a815f445542995ce29dcbec,10,123,81,1,0.5
train,5a81624d5542995ce29dcbf1,10,31,15,0,0.0
train,5a816db055429903bc27b961,10,66,38,1,0.5
train,5a81736255429903bc27b96e,10,60,19,0,0.0
train,5a8173fa554299260e20a28e,10,54,26,0,0.0
train,5a817d8c55429903bc27b974,10,63,48,1,0.5
train,5a817f6655429938b6142349,10,41,24,1,0.5
train,5a8182e255429938b614234d,10,62,38,1,0.5
train,5a818387554299260e20a291,10,43,29,1,0.5
train,5a8192045542995ce29dcc04,10,59,30,1,0.5
train,5a81937e5542995ce29dcc08,10,57,28,0,0.0
train,5a8198565542995ce29dcc13,10,21,15,0,0.0
train,5a81a2055542990a1d231e2d,10,62,30,2,1.0
train,5a81a2705542990a1d231e30,10,62,38,2,1.0
train,5a81a2e25542990a1d231e32,10,65,57,1,0.5
train,5a81a4615542995ce29dcc1e,10,50,39,1,0.5
train,5a81a63c5542990a1d231e45,10,105,30,1,0.5
train,5a81a7f75542995ce29dcc25,10,44,34,1,0.5
train,5a81adfc55429903bc27b9a4,10,27,20,0,0.0
train,5a81b2505542995ce29dcc32,10,59,21,1,0.5
train,5a81b43d5542995ce29dcc39,10,32,20,1,0.5
train,5a81b7205542990a1d231e79,10,35,28,1,0.5
train,5a81b92a5542995ce29dcc52,10,26,17,1,0.5
train,5a81b99c5542995ce29dcc56,10,56,31,2,1.0
train,5a81c90a5542990a1d231eb4,10,29,21,1,0.5
train,5a81ca0d5542990a1d231ebb,10,34,18,2,1.0
train,5a81ca835542990a1d231ebd,10,32,13,1,0.5
train,5a81cb2c5542990a1d231ec4,10,46,28,1,0.5
train,5a81cf64554299676cceb0ed,10,36,24,1,0.5
train,5a81d1f0554299676cceb0ee,10,99,45,2,1.0
train,5a81d54a55429903bc27b9d4,10,36,31,1,0.5
train,5a81d59a55429903bc27b9d6,10,62,41,2,1.0
train,5a81d69055429903bc27b9de,10,65,47,1,0.5
train,5a81d81e554299676cceb0f6,10,32,24,0,0.0
train,5a81d92f554299676cceb0f9,10,51,38,1,0.5
train,5a81dacc55429926c1cdada0,10,40,31,1,0.5
train,5a81db0b5542990a1d231ee2,10,61,38,1,0.5
train,5a81df4b55429903bc27b9f8,10,61,34,1,0.5
train,5a81df7d55429926c1cdadaa,10,40,28,1,0.5
train,5a81e04455429903bc27b9f9,10,22,19,0,0.0
train,5a81e097554299676cceb129,10,35,27,1,0.5
train,5a81e107554299676cceb12a,10,41,30,2,1.0
train,5a81e8a0554299676cceb157,10,62,30,2,1.0
train,5a81ea115542995ce29dcc78,10,65,47,1,0.5
train,5a81ebee554299676cceb16d,10,42,23,0,0.0
train,5a81ed345542995ce29dcc85,10,26,17,1,0.5
train,5a81ee385542995ce29dcc88,10,27,18,1,0.5
train,5a81f49c5542995ce29dcc9a,10,56,39,1,0.5
train,5a81f85d55429926c1cdadca,10,35,29,1,0.5
train,5a81fa59554299676cceb1b0,10,40,35,1,0.5
train,5a81ff1a554299676cceb1c2,10,47,27,0,0.0
train,5a81ff62554299676cceb1c4,10,74,30,1,0.5
train,5a8205b755429926c1cdadee,10,41,23,1,0.5
train,5a820897554299676cceb1f4,10,43,34,1,0.5
train,5a8209845542990a1d231f1f,10,31,19,2,1.0
train,5a820c0c554299676cceb1fc,10,57,37,0,0.0
train,5a820cb355429903bc27ba2f,10,39,21,1,0.5
train,5a820f2c55429926c1cdae17,10,45,24,1,0.5
train,5a8210f355429926c1cdae24,10,68,44,2,1.0
train,5a82119155429926c1cdae28,10,43,22,1,0.5
train,5a821b4b5542995ce29dccab,10,38,31,0,0.0
train,5a821c95554299676cceb219,10,42,26,1,0.5
train,5a822a5e55429926c1cdae43,10,37,28,1,0.5
train,5a82301155429926c1cdae4a,10,48,27,2,1.0
train,5a8230af554299676cceb227,10,45,33,1,0.5
train,5a82360055429903bc27ba46,10,65,42,2,1.0
train,5a823b0c55429940e5e1a804,10,58,37,1,0.5
train,5a823f61554299676cceb234,10,65,57,2,1.0
train,5a823fbf55429903bc27ba54,10,56,48,1,0.5
train,5a823fc055429940e5e1a810,10,91,64,2,1.0
train,5a824858554299676cceb247,10,38,28,1,0.5
train,5a8249b85542990a1d231f8f,10,43,21,0,0.0
train,5a824e0b554299676cceb254,10,51,30,1,0.5
train,5a8257fa55429940e5e1a866,10,34,24,2,1.0
train,5a825a9d55429940e5e1a870,10,55,42,2,1.0
train,5a825b0e55429954d2e2eb0c,10,42,17,1,0.5
train,5a825bb455429940e5e1a874,10,51,36,2,1.0
train,5a825da055429954d2e2eb17,10,62,38,1,0.5
train,5a825f2155429954d2e2eb1b,10,35,25,1,0.5
train,5a82626655429966c78a6a08,10,70,42,2,1.0
train,5a82678a5542995ce29dccfa,10,42,32,1,0.5
train,5a8268215542995ce29dccfb,10,47,38,1,0.5
train,5a826d2f5542995ce29dcd05,10,48,33,2,1.0
train,5a827e8455429940e5e1a8dd,10,40,33,1,0.5
train,5a82800855429966c78a6a2f,10,48,43,0,0.0
train,5a828a7b55429954d2e2eb69,10,29,15,1,0.5
train,5a828c3355429940e5e1a8f0,10,71,49,1,0.5
train,5a828c8355429966c78a6a50,10,71,48,2,1.0
train,5a82930655429966c78a6a5e,10,63,22,1,0.5
train,5a829a7055429966c78a6a66,10,42,23,0,0.0
train,5a829c1d55429966c78a6a67,10,39,23,1,0.5
train,5a82a1ae55429954d2e2eb89,10,56,25,1,0.5
train,5a82a55955429966c78a6a70,10,66,26,0,0.0
train,5a82a91155429940e5e1a911,10,47,38,0,0.0
train,5a82accd55429966c78a6a78,10,48,32,0,0.0
train,5a82c51055429966c78a6a8d,10,53,34,1,0.5
train,5a82e36255429940e5e1a93b,10,122,62,1,0.5
train,5a82edae55429966c78a6a9f,10,39,30,2,1.0
train,5a82efe355429966c78a6aa1,10,30,18,0,0.0
train,5a82f05255429966c78a6aa2,10,46,23,1,0.5
train,5a82f35f5542995ce29dcd14,10,26,19,1,0.5
train,5a82ffe755429940e5e1a949,10,32,27,1,0.5
train,5a82ffef55429954d2e2ebf2,10,30,13,0,0.0
train,5a83041355429966c78a6ae8,10,36,28,1,0.5
train,5a8307c055429966c78a6af9,10,55,33,1,0.5
train,5a83093c55429966c78a6b01,10,26,18,0,0.0
train,5a83108d55429966c78a6b1e,10,49,26,0,0.0
train,5a8313a755429954d2e2ec06,10,87,69,2,1.0
train,5a8314bd55429966c78a6b2a,10,64,38,2,1.0
train,5a83155c55429954d2e2ec0e,10,33,28,1,0.5
train,5a8315c055429966c78a6b2d,10,66,30,1,0.5
train,5a83161555429940e5e1a958,10,60,32,1,0.5
train,5a83172455429954d2e2ec14,10,38,30,0,0.0
train,5a8318955542990548d0b177,10,47,22,2,1.0
train,5a8318dd55429940e5e1a95e,10,70,42,0,0.0
train,5a8319a05542990548d0b178,10,50,30,1,0.5
train,5a831fcc55429940e5e1a96a,10,53,42,2,1.0
train,5a8324815542990548d0b184,10,34,28,1,0.5
train,5a8327fd5542990548d0b1a3,10,46,38,1,0.5
train,5a832a625542990548d0b1b4,10,47,28,1,0.5
train,5a832ad55542990548d0b1b5,10,35,27,0,0.0
train,5a832e715542990548d0b1bf,10,58,47,1,0.5
train,5a832f9d5542993344745fe4,10,65,54,1,0.5
train,5a832fdd55429954d2e2ec4f,10,50,41,2,1.0
train,5a83305d55429966c78a6b4a,10,68,43,1,0.5
train,5a8331f15542993344745fe8,10,27,21,1,0.5
train,5a8332815542993344745fe9,10,32,25,1,0.5
train,5a8333115542993344745feb,10,65,40,0,0.0
train,5a83335f5542996488c2e3ec,10,67,31,2,1.0
train,5a8340fd55429954d2e2ec6b,10,71,43,1,0.5
train,5a8341c255429954d2e2ec6e,10,78,22,1,0.5
train,5a83438955429966c78a6b61,10,50,42,2,1.0
train,5a834cea5542990548d0b1c6,10,54,30,0,0.0
train,5a834ed95542990548d0b1ca,10,73,39,0,0.0
train,5a835478554299123d8c20ed,10,33,17,1,0.5
train,5a83587f5542990548d0b1de,10,41,34,1,0.5
train,5a835a265542992ef85e2281,10,28,17,1,0.5
train,5a835a7b554299123d8c20fc,10,46,37,0,0.0
train,5a835b88554299123d8c2101,10,38,30,1,0.5
train,5a835c895542993344746009,10,29,24,1,0.5
train,5a8361f35542996488c2e431,10,32,23,1,0.5
train,5a8367c1554299334474600e,10,69,55,1,0.5
train,5a83697e5542996488c2e441,10,47,32,2,1.0
train,5a836a2d554299334474600f,10,32,20,0,0.0
train,5a836a765542996488c2e446,10,36,24,2,1.0
train,5a836ce55542993344746012,10,64,36,2,1.0
train,5a836d8a554299123d8c2113,10,59,47,2,1.0
train,5a83880e554299123d8c214e,10,39,33,1,0.5
train,5a8389445542996488c2e450,10,45,28,1,0.5
train,5a838eba5542992ef85e22fe,10,44,27,0,0.0
train,5a838fcd5542992ef85e2305,10,71,44,1,0.5
train,5a8391f55542996488c2e45c,10,55,44,0,0.0
train,5a8393665542990548d0b1ea,10,43,33,0,0.0
train,5a83972f5542996488c2e46d,10,54,49,1,0.5
train,5a8398405542993344746050,10,55,29,1,0.5
train,5a839c8b5542996488c2e479,10,32,28,1,0.5
train,5a83a30a5542992ef85e2339,10,39,29,1,0.5
train,5a83a31c554299123d8c2179,10,50,36,1,0.5
train,5a83a4bc554299123d8c217f,10,21,11,1,0.5
train,5a83a532554299334474606f,10,60,33,1,0.5
train,5a83aaeb5542996488c2e483,10,68,43,0,0.0
